"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2023.4/4,2024.1/4 p),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"중남미","소계","소계",서 적,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",서 적,소계,면세점 이외,125,52,-,-,-,186,407,646,188,365,425,313
"중남미","소계","소계",사무·문구,소계,계,105,33,1,2,5,197,2,0,3,25,22,128
"중남미","소계","소계",사무·문구,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",사무·문구,소계,면세점 이외,105,33,-,-,-,197,2,0,3,25,22,128
"중남미","소계","소계",음반·비디오·악기,소계,계,1542,521,2316,2734,1373,2422,4327,4885,6421,4058,3637,6255
"중남미","소계","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",음반·비디오·악기,소계,면세점 이외,1542,521,-,-,-,2422,4327,4885,6421,4058,3637,6255
"중남미","소계","소계",의류 및 패션 관련 상품,소계,계,36,24,975,616,649,772,576,544,614,650,210,110
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점,0,1,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,36,23,-,-,-,772,576,544,614,650,210,110
"중남미","소계","소계",스포츠·레저용품,소계,계,1,3,260,201,292,343,380,304,183,120,2,12
"중남미","소계","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",스포츠·레저용품,소계,면세점 이외,1,3,-,-,-,343,380,304,183,120,2,12
"중남미","소계","소계",화장품,소계,계,31,38,1792,1592,2616,1850,2084,2423,954,503,264,113
"중남미","소계","소계",화장품,소계,면세점,2,0,-,-,-,0,0,0,0,0,0,2
"중남미","소계","소계",화장품,소계,면세점 이외,29,38,-,-,-,1850,2084,2423,954,503,264,111
"중남미","소계","소계",아동·유아용품,소계,계,15,5,320,291,273,256,240,265,151,154,23,69
"중남미","소계","소계",아동·유아용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",아동·유아용품,소계,면세점 이외,15,5,-,-,-,256,240,265,151,154,23,69
"중남미","소계","소계",음·식료품,소계,계,1,0,20,28,3,3,2,0,774,4,9,3
"중남미","소계","소계",음·식료품,소계,면세점,0,0,-,-,-,0,0,0,0,0,1,1
"중남미","소계","소계",음·식료품,소계,면세점 이외,1,0,-,-,-,3,2,0,774,4,8,2
"중남미","소계","소계",농축수산물,소계,계,0,0,24,27,0,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점 이외,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,계,32,67,1496,1459,1750,1947,1913,2140,1361,1068,43,97
"중남미","소계","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,면세점 이외,32,67,-,-,-,1947,1913,2140,1361,1068,43,97
"중남미","소계","소계",기 타,소계,계,52,42,379,358,495,553,640,544,625,542,124,211
"중남미","소계","소계",기 타,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"중남미","소계","소계",기 타,소계,면세점 이외,52,42,-,-,-,553,640,544,625,542,124,211
"아프리카","소계","소계",합계,소계,계,129,89,-,-,-,-,-,-,-,-,-,367
"아프리카","소계","소계",합계,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",합계,소계,면세점 이외,129,89,-,-,-,-,-,-,-,-,-,367
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,계,8,9,-,-,-,-,-,-,-,-,-,69
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,8,9,-,-,-,-,-,-,-,-,-,69
"아프리카","소계","소계",가전·전자·통신기기,소계,계,3,11,-,-,-,-,-,-,-,-,-,49
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점 이외,3,11,-,-,-,-,-,-,-,-,-,49
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,계,1,2,-,-,-,-,-,-,-,-,-,3
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,1,2,-,-,-,-,-,-,-,-,-,3
"아프리카","소계","소계",가전·전자·통신기기,통신기기,계,2,9,-,-,-,-,-,-,-,-,-,46
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,2,9,-,-,-,-,-,-,-,-,-,46
"아프리카","소계","소계",소프트웨어,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",소프트웨어,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",소프트웨어,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",서 적,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",서 적,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",서 적,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",사무·문구,소계,계,1,0,-,-,-,-,-,-,-,-,-,1
"아프리카","소계","소계",사무·문구,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",사무·문구,소계,면세점 이외,1,0,-,-,-,-,-,-,-,-,-,1
"아프리카","소계","소계",음반·비디오·악기,소계,계,32,8,-,-,-,-,-,-,-,-,-,87
"아프리카","소계","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",음반·비디오·악기,소계,면세점 이외,32,8,-,-,-,-,-,-,-,-,-,87
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,계,2,2,-,-,-,-,-,-,-,-,-,3
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,2,2,-,-,-,-,-,-,-,-,-,3
"아프리카","소계","소계",스포츠·레저용품,소계,계,1,0,-,-,-,-,-,-,-,-,-,4
"아프리카","소계","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",스포츠·레저용품,소계,면세점 이외,1,0,-,-,-,-,-,-,-,-,-,4
"아프리카","소계","소계",화장품,소계,계,81,58,-,-,-,-,-,-,-,-,-,152
"아프리카","소계","소계",화장품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",화장품,소계,면세점 이외,81,58,-,-,-,-,-,-,-,-,-,152
"아프리카","소계","소계",아동·유아용품,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",아동·유아용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",아동·유아용품,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",음·식료품,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",음·식료품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",음·식료품,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",농축수산물,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",농축수산물,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",농축수산물,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",생활·자동차용품,소계,계,1,1,-,-,-,-,-,-,-,-,-,1
"아프리카","소계","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",생활·자동차용품,소계,면세점 이외,1,1,-,-,-,-,-,-,-,-,-,1
"아프리카","소계","소계",기 타,소계,계,0,0,-,-,-,-,-,-,-,-,-,1
"아프리카","소계","소계",기 타,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아프리카","소계","소계",기 타,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,1
"기타","소계","소계",합계,소계,계,-,-,66900,68252,83603,92147,129966,120505,84192,77303,31332,-
"기타","소계","소계",합계,소계,면세점,-,-,-,-,-,67324,93825,79555,39754,19188,4403,-
"기타","소계","소계",합계,소계,면세점 이외,-,-,-,-,-,24823,36141,40950,44438,58115,26929,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,3071,1870,1454,876,5404,5051,5766,6251,4590,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,-,-,-,2,60,0,113,0,0,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,874,5344,5051,5653,6251,4590,-
"기타","소계","소계",가전·전자·통신기기,소계,계,-,-,9090,6346,7931,3595,3870,3684,3838,949,489,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점,-,-,-,-,-,452,2023,2059,2122,10,1,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,3143,1847,1625,1716,939,488,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,계,-,-,221,290,120,100,102,29,21,17,0,-
"기타","소계","소계",소프트웨어,소계,면세점,-,-,-,-,-,0,0,0,0,0,0,-
"기타","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,100,102,29,21,17,0,-
"기타","소계","소계",서 적,소계,계,-,-,535,703,649,1848,5134,4584,4563,6593,1124,-
"기타","소계","소계",서 적,소계,면세점,-,-,-,-,-,0,0,0,0,0,0,-
"기타","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,1848,5134,4584,4563,6593,1124,-
"기타","소계","소계",사무·문구,소계,계,-,-,42,83,124,128,120,95,187,150,133,-
"기타","소계","소계",사무·문구,소계,면세점,-,-,-,-,-,0,1,0,0,0,0,-
"기타","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,128,119,95,187,150,133,-
"기타","소계","소계",음반·비디오·악기,소계,계,-,-,2484,2388,949,937,1275,1259,1410,19614,3726,-
"기타","소계","소계",음반·비디오·악기,소계,면세점,-,-,-,-,-,0,0,0,0,0,0,-
"기타","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,937,1275,1259,1410,19614,3726,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,9683,7248,5918,13192,23901,6475,7807,8464,5683,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,-,-,-,9914,19706,1104,1306,155,444,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,3278,4195,5371,6501,8309,5239,-
"기타","소계","소계",스포츠·레저용품,소계,계,-,-,1146,821,543,470,604,522,755,756,508,-
"기타","소계","소계",스포츠·레저용품,소계,면세점,-,-,-,-,-,4,0,0,0,0,0,-
"기타","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,466,604,522,755,756,508,-
"기타","소계","소계",화장품,소계,계,-,-,23137,34700,58579,61618,76433,92186,51710,24394,7201,-
"기타","소계","소계",화장품,소계,면세점,-,-,-,-,-,53960,65950,76018,36138,18984,3897,-
"기타","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,7658,10483,16168,15572,5410,3304,-
"기타","소계","소계",아동·유아용품,소계,계,-,-,2099,1913,837,601,1563,703,1648,3415,3283,-
"기타","소계","소계",아동·유아용품,소계,면세점,-,-,-,-,-,0,15,14,2,0,1,-
"기타","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,601,1548,689,1646,3415,3282,-
"기타","소계","소계",음·식료품,소계,계,-,-,4310,3203,805,2751,5310,1160,1669,297,250,-
"기타","소계","소계",음·식료품,소계,면세점,-,-,-,-,-,2642,5078,358,73,39,60,-
"기타","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,109,232,802,1596,258,190,-
"기타","소계","소계",농축수산물,소계,계,-,-,3520,2296,2,2,3,2,9,1,10,-
"기타","소계","소계",농축수산물,소계,면세점,-,-,-,-,-,0,0,0,0,0,0,-
"기타","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,2,3,2,9,1,10,-
"기타","소계","소계",생활·자동차용품,소계,계,-,-,4409,3236,2949,2478,2227,1792,1464,2131,610,-
"기타","소계","소계",생활·자동차용품,소계,면세점,-,-,-,-,-,0,0,0,0,0,0,-
"기타","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,2478,2227,1792,1464,2131,610,-
"기타","소계","소계",기 타,소계,계,-,-,3153,3155,2743,3551,4020,2963,3345,4267,3726,-
"기타","소계","소계",기 타,소계,면세점,-,-,-,-,-,350,992,2,0,0,0,-
"기타","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,3201,3028,2961,3345,4267,3726,-
