보관소명,위치,상세주소,위도,경도
구로구배드민턴실내체육관 앞,구로구,구로구 오류동 326-1,37.4917984,126.8324204
금강수목원아파트 앞,구로구,구로구 오류동 255-5,37.48937988,126.834198
삼성전자 물류센터 앞,구로구,서울시 구로구 구일로126,37.49699783,126.8717804
구일역 1번 출입구 앞,구로구,구로구 구로동 642-77,37.49539948,126.8710098
고척교 교차로,구로구,구로구 구로동 621-12,37.49856949,126.871521
수궁동 성당 주변,구로구,구로구 궁동 252-17,37.49525833,126.830658
신도림4차 e편한세상 아파트 1109동 앞,구로구,구로구 신도림동 312-16,37.5123291,126.8868332
노들역 1번출구,동작구,서울특별시 동작구 노량진로 지하 238,37.51284409,126.9524689
사육신공원앞,동작구,서울특별시 동작구 노량진로 191,37.51335907,126.9480591
유한양행앞,동작구,서울특별시 동작구 노량진로 74,37.51293945,126.9342423
노량진근린공원 대방공원,동작구,서울특별시 동작구 여의대방로44길 20,37.5093689,126.9280701
보라매역 8번출구,동작구,서울특별시 동작구 상도로 지하 2,37.50007629,126.9210815
대림사거리(동작상떼빌아파트),동작구,서울특별시 동작구 시흥대로 634,37.48836136,126.9062271
장승배기역 5번출구,동작구,서울특별시 동작구 상도로 지하 188,37.50585175,126.9393616
신대방삼거리역 6번출구쪽,동작구,서울특별시 동작구 상도로 지하 76,37.49985504,126.9295654
신대방삼거리역 3번출구쪽,동작구,서울특별시 동작구 상도로 지하 76,37.49964523,126.9270935
장승배기역2번출구뒷편쪽,동작구,서울특별시 동작구 상도로 지하 188,37.50449753,126.9389877
상도역 1번출구,동작구,서울특별시 동작구 상도로 지하 272,37.50217819,126.948204
흑석역 1번출구,동작구,서울특별시 동작구 현충로 지하 90,37.50938034,126.9636154
흑석역 4번출구,동작구,서울특별시 동작구 현충로 지하 90,37.50858688,126.9634934
중앙대학교 정문 1,동작구,서울특별시 동작구 흑석로 47,37.50704193,126.9591522
이수역 11번출구쪽,동작구,서울특별시 동작구 사당로 지하 310,37.48550797,126.9816208
사당동 아르테스 웨딩앞,동작구,서울특별시 동작구 동작대로 지하 3,37.48149109,126.9815826
사당역 7번출구쪽,동작구,서울특별시 동작구 동작대로 지하 3,37.47689056,126.9805756
정금마을 마을버스정류장,동작구,서울특별시 서초구 동작대로 198,37.4947052,126.9823914
동작역 5번출구 동작주차공원,동작구,서울특별시 동작구 현충로 지하 220,37.50318909,126.97715
동작역 7번출구,동작구,서울특별시 동작구 현충로 지하 220,37.50318146,126.9760895
비계 버스정류소,동작구,서울특별시 동작구 현충로 151,37.5063591,126.9690781
사당중학교 버스정류소,동작구,서울특별시 동작구 사당로 169,37.48683548,126.9680481
삼일초등학교 인근,동작구,서울특별시 동작구 사당로23나길 27,37.48907852,126.9735642
노량진역 5번출구,동작구,서울특별시 동작구 노량진로 지하 130,37.51324844,126.9399719
삼익아파트,동작구,서울특별시 동작구 만양로 84,37.51054764,126.9448471
동작구민 체육센터,동작구,서울특별시 동작구 여의대방로16길 53,37.49449921,126.9165268
상도 아이파크 아파트,동작구,서울특별시 동작구 장승배기로 26,37.5008812,126.9417496
동작경찰서,동작구,서울특별시 동작구 노량진동 113-7 ,37.5135231,126.9435272
보라매공원 정문,동작구,서울특별시 동작구 신대방동 395 ,37.49707794,126.9177933
남성역3번출구 뒤,동작구,서울특별시 동작구 사당동 1131 ,37.48463058,126.97155
한강 현대아파트 건너편,동작구,동작구 흑석동 27-83 ,37.50592804,126.9692307
사당새마을금고,동작구,서울특별시 사당동 211-2 ,37.48665237,126.9678421
흑석한강푸르지오 106동앞,동작구,서울특별시 동작구 흑석한강로 27,37.50535583,126.9661789
서울시여성가족재단,동작구,서울특별시 동작구 여의대방로54길 18,37.51198959,126.9270859
양문교회 앞,동작구,동작구 신대방동 607-8,37.48939896,126.9071121
보라매역?동작세무서 버스정류장(강남중학교방면),동작구,서울특별시 동작구 여의대방로122,37.49766922,126.9198685
총신대 앞(육교),동작구,동작구  사당동 1112,37.48815918,126.9664764
숭실대 입구역3번 출구 앞,동작구,동작구  상도동 514,37.4966011,126.953682
노량진역 2번 출구 앞,동작구,동작구  노량진동 67-3,37.51391983,126.9430695
대림아파트 후문 상가 옆,동작구,동작구 사당로23길 137,37.48886871,126.9719086
노들나루공원 입구,동작구, 동작구 본동 258-49,37.51357651,126.9555512
노들역 3번출구,동작구, 동작구 노량진로 250-1,37.51193619,126.9541626
흑석 아크로리버하임(103동),동작구, 동작구 흑석동 143-57,37.51083755,126.9616318
중앙대학교 정문,동작구, 동작구 흑석동 221-1,37.50667191,126.9577789
대방지하보도(대방동경남아너스빌아파트),동작구, 동작구 대방동 341-15,37.51213455,126.9254379
7호선 이수역7번출구,동작구, 동작구 동작대로 89,37.4846077,126.9817963
흑석롯데캐슬에듀포레(107동),동작구, 동작구 흑석동 86-212,37.50470352,126.9607315
e편한세상 상도노빌리티 앞,동작구, 동작구 상도동 26-77,37.50456238,126.946785
강남중학교 앞,동작구, 동작구 대방동 466-45,37.50274277,126.9215775
삼일수영장 앞,동작구, 동작구 사당로27길 103,37.48712158,126.9743576
상도중앙하이츠빌 입구,동작구, 동작구 상도동 159-186,37.50024796,126.9497299
사당역10번출구(금강빌딩),동작구, 동작구 동작대로 29,37.4791069,126.9815064
기아자동차 사당점 앞,동작구, 동작구 사당로 272,37.48377991,126.9779205
이수역9번출구,동작구, 동작구 사당동 147-141,37.48470306,126.9805908
흑석한강푸르지오(110동),동작구, 동작구 흑석동 336-7,37.50311279,126.9647141
상도SH빌아파트 입구,동작구, 동작구 상도로53길 70,37.50321198,126.9545975
숭실대학교(중문) ,동작구, 동작구 상도동 512-10,37.49550629,126.9563751
경문고등학교 앞,동작구, 동작구 동작동 산1-13,37.49150085,126.9824066
서울특별시 동작관악교육지원청,동작구,동작구 상도2동175-1,37.50251389,126.9406509
봉림교 교통섬,관악구,서울특별시 관악구 관천로 52,37.48408508,126.9268875
신림동 우방아파트,관악구,서울특별시 관악구 관천로27길 2,37.4891777,126.9192734
사당역 5번출구,관악구,서울특별시 동작구 남부순환로 지하 2089,37.47608948,126.9813309
미성동 신림체육센터,관악구,서울특별시 관악구 난곡로 295,37.48025131,126.9146042
세이브마트,관악구,서울특별시 관악구 난곡로 210,37.47372818,126.9184036
도림천 신화교,관악구,서울특별시 관악구 신림로 40,37.4754715,126.9364548
은천치안센터,관악구,서울특별시 관악구 봉천로 375,37.48334122,126.9431992
은천로입구 가로공원,관악구,서울특별시 양천구 가로공원로 지하 133,37.48622513,126.9358292
조원동 미성아파트,관악구,서울특별시 관악구 시흥대로 560,37.48319244,126.9020309
서울대입구역 1번출구,관악구,서울특별시 관악구 남부순환로 1830,37.48086929,126.9533157
서울대입구역 마에스트로,관악구,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.9506455
관악동작견인차량보관소,관악구,서울특별시 관악구 신사로 7,37.4846611,126.9039002
관악구시설관리공단,관악구,서울특별시 관악구 남부순환로 1369,37.47991562,126.9028397
에이스에이존빌딩,관악구,서울특별시 관악구 남부순환로 지하 1822,37.48170471,126.9508286
중앙동 동진빌딩,관악구,서울특별시 관악구 관악로 217,37.48425674,126.9546967
낙성대로 입구,관악구,서울특별시 관악구 남부순환로 1889,37.47805786,126.960495
난곡종점,관악구,서울특별시 관악구 난곡로 99,37.46488571,126.9194794
관악구청교차로,관악구,서울특별시 관악구 관악로 153,37.47916412,126.9525833
낙성대 과학전시관,관악구,서울특별시 관악구 낙성대로 101,37.46905518,126.9581451
영어마을 관악캠프,관악구,서울특별시 관악구 낙성대로 70,37.47198868,126.9584274
신림역 5번출구,관악구,서울특별시 관악구 남부순환로 지하 1614,37.48440933,126.9289093
신림역 8번출구,관악구,서울특별시 관악구 신림로 340,37.48450851,126.930069
KT&G 관악지점,관악구,서울특별시 관악구 남부순환로 1675,37.48490143,126.9365311
서울신성초등학교,관악구,서울특별시 관악구 신림로 114,37.4711647,126.9370194
신림1교 교차로,관악구,서울특별시 관악구 신림로 270,37.47842789,126.9318619
미림여고입구 교차로,관악구,서울특별시 관악구 신림로 137,37.47229385,126.9334106
서울산업정보학교,관악구,서울특별시 관악구 신림로 67,37.4706955,126.9421997
난우길입구,관악구,서울특별시 관악구 문성로 115,37.47777557,126.9167557
은천초등학교 육교,관악구,서울특별시 관악구 은천로 69,37.48635864,126.9429245
낙성대역 3번출구 뒤,관악구,서울특별시 관악구 남부순환로 지하 1928,37.47702789,126.9633942
신림푸르지오아파트,관악구,서울특별시 금천구 남부순환로 1428,37.48072052,126.9093247
인헌초교,관악구,서울특별시 관악구 봉천동 244-1 ,37.47509003,126.9592285
관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766
JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626
낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582
봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131
조원동서울본병원,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331
서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035
나들목공원,관악구,서울특별시 관악구 신림로 41,37.46940613,126.9445114
당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48974991,126.9274674
삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.48856354,126.9284821
신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.48730087,126.9287033
보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.48899078,126.9163818
신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.48712921,126.9130173
서울대학교 정문,관악구,신림동 56-1,37.46709442,126.9493256
양녕로 입구,관악구,남부순환로 1761,37.48218918,126.9461594
동방1교,관악구,신림로 144,37.47182846,126.9339218
구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.48949051,126.9459229
대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652
낙성대입구삼거리,관악구,남부순환로 1889,37.4788208,126.95961
현대시장사거리,관악구,은천로 110,37.4867363,126.9475174
봉천역 4번출구,관악구,남부순환로 1719,37.48275375,126.9414063
도원맨션,관악구,남부순환로 1699,37.48368835,126.9391556
대학동주민센터 ,관악구,신림로 115,37.47068787,126.9364853
은천교회,관악구,남부순환로 1654,37.48464584,126.9345093
봉천역 3번출구,관악구,남부순환로 1700,37.4833107,126.9390259
사랑의병원,관악구,남부순환로 1868,37.47946548,126.9569321
신봉천주유소,관악구,남부순환로 1884,37.47877121,126.9586945
본마을 정류소 앞,서초구,서울특별시 서초구 본마을2길 2,37.4532814,127.0514832
청계산입구역 1번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44893646,127.0543747
청계산입구역 2번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44765854,127.0550156
내곡3단지 어린이공원 앞,서초구,서울특별시 서초구 청계산로9길 76,37.45375061,127.0593796
언남초등학교 앞,서초구,서울특별시 서초구 헌릉로8길 42,37.45435715,127.0621033
내곡파출소 뒤 정자,서초구,서울특별시 서초구 헌릉로 226,37.45440674,127.0649262
반포1동 주민센터 앞,서초구,서울특별시 서초구 사평대로 지하 285,37.50509644,127.0131073
서초구립반포도서관 앞,서초구,서울특별시 서초구 고무래로 34,37.50263596,127.0123138
서초현대4차아파트 201동 맞은편,서초구,서울특별시 서초구 고무래로 94,37.50065231,127.0186157
고속터미널역 5번출구 앞,서초구,서울특별시 서초구 신반포로 지하 188,37.5022316,127.0022583
신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899
반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758
아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.51304626,127.0059586
"고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444
반포본동 주민센터 앞,서초구,서울특별시 서초구 신반포로 10,37.50061417,126.9861603
방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.48561096,126.9946823
사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328
방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093
백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469
신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886
방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232
뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763
로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.9849625
이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279
삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.49691391,127.0249634
서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569
KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.48215866,127.0027008
서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697
교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863
양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.48537827,127.0417023
양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797
서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.48149109,127.0367279
교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099
양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051
서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.46920013,127.029007
섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619
서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421
우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481
서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888
더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772
잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413
시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862
양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595
청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121
구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905
잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771
한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.5161972,127.0092087
바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402
이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194
이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627
서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635
서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702
주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523
서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393
내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177
교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582
일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269
양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965027,127.0396118
염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46157837,127.0487976
영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023
길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021
교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183
서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711
연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824
방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365
그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663
CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012
LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517
탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853
능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005
안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531
남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254
SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949
두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418
남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226
래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065
한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609
현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896
교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767
논현역 7번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615
대현그린타워 앞,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522
MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078
압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717
압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167
압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988
청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851
청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764
학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222
청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278
금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674
청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52127457,127.0610352
봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191
삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079
삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003
삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308
포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799
도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687
학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428
삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027
주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.0672073
천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.0662231
대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.0593185
대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.0587997
뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.0314636
르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.0427322
르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319
역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.0394592
동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.0446014
선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799
양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.0340729
삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984
3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.48676682,127.0467606
강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.49423599,127.0474625
대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.49207687,127.0719757
현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.48326111,127.0522995
삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.47750854,127.0451737
일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.4833107,127.0849381
대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.49400711,127.0795136
세곡사거리 대왕파출소 앞,강남구,서울특별시 강남구 헌릉로 623,37.46531677,127.1077271
리엔파크 2단지 앞,강남구,서울특별시 강남구 헌릉로590길 10,37.46506119,127.1011963
두산건설 본사,강남구,서울특별시 강남구 언주로 726,37.51863861,127.0354004
포스코사거리(기업은행),강남구,서울특별시 강남구 테헤란로 501,37.50723267,127.0568543
역삼빌딩 앞(하나은행 옆),강남구,서울특별시 강남구 테헤란로 지하 156,37.50154495,127.0385666
래미안그레이튼102동앞,강남구,서울특별시 강남구 선릉로69길 19,37.49482346,127.047905
청소년수련관(수영장)앞,강남구,서울특별시 강남구 광평로 144,37.48387909,127.0890274
서울본부세관(건설회관 앞),강남구,서울특별시 강남구 언주로 721,37.51758957,127.0350266
강남구청역 2번출구 뒤,강남구,서울특별시 강남구 학동로 342,37.51681137,127.0404739
청담역 2번출구,강남구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627
삼성역 5~6번 출구 사이,강남구,서울특별시 강남구 봉은사로 524,37.50912094,127.0623093
강남구청,강남구,서울특별시 강남구 학동로 지하 346,37.51807022,127.0471191
르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번,강남구,서울특별시 강남구 언주로89길 7,37.50194931,127.0427704
구룡초사거리 (현대아파트10동 앞 ),강남구,서울특별시 강남구 개포로 303,37.48138428,127.0539169
"국립국악중,고교 정문 맞은편",강남구,서울특별시 강남구 논현로10길 29,37.47560501,127.0503769
도곡1동 주민센터 교차로,강남구,서울특별시 강남구 도곡로 205,37.4928093,127.0413895
신사동 가로수길 입구,강남구,서울특별시 강남구 신사동 501-5,37.51763535,127.0224533
강남 을지병원 교차로,강남구,서울특별시 강남구 도산대로 172 ,37.51913834,127.0275192
도산공원교차로,강남구,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985
K+ 타워 앞,강남구,서울특별시 강남구 도산대로 333 ,37.52330017,127.038475
도곡동 경남아파트 건너편,강남구,서울특별시 강남구 도곡동 874-1,37.48934174,127.0412979
KT선릉타워,강남구,서울특별시 강남구 대치동 1011,37.50542831,127.0528717
한티역 3번출구,강남구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984
한국우편사업진흥원,강남구,서울특별시 강남구 언주로 651,37.51474762,127.0351334
대치역 사거리,강남구,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797
개포동역 사거리,강남구,서울특별시 강남구 개포동 181-3,37.48927689,127.0655747
수서역 1번출구 앞,강남구,서울특별시 강남구 수서동 728,37.48735046,127.1009979
수서역 6번출구 앞,강남구,서울특별시 강남구 수서동 740,37.48677826,127.1005173
수서역 5번출구 뒤,강남구,서울특별시 강남구 수서동 724-4,37.48735046,127.1023254
삼성동베이직하우스앞,강남구,서울특별시 강남구 봉은사로 456,37.51169586,127.0493469
언주역 6번출구앞,강남구,서울특별시 강남구 논현로 566,37.50636673,127.034523
역삼동 sk뷰 501동앞,강남구,서울특별시 강남구 역삼로 315-1,37.50134277,127.0504684
보금자리정원,강남구,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.0948868
자곡사거리,강남구,서울특별시 강남구 밤고개로 206,37.47602844,127.1059418
학동역,강남구,서울특별시 강남구 학동로 지하 180,37.51395035,127.0301514
크린랩 본사,강남구,논현동 279-166,37.50958633,127.0409088
래미안강남힐즈 사거리,강남구,서울특별시 강남구 자곡로 101,37.47245407,127.096077
강남구 도시관리공단,강남구,강남구 삼성동 111-61,37.51678467,127.0516129
경기여자고등학교 후문 (삼성로3길 입구),강남구,강남구 개포동 198,37.48616028,127.0672379
구룡마을 입구 (래미안블레스티지 아파트),강남구,강남구 개포동 146-1,37.48088074,127.0630417
구룡터널 입구(개포1단지아파트),강남구,강남구 개포동 146-1,37.47598648,127.0596237
구룡산 입구 (구룡산 서울둘레길 입구),강남구,강남구 개포동 1277,37.47447205,127.0554504
구룡사 앞 교차로 (보도육교),강남구,강남구 개포동 1277,37.47200012,127.0513382
개포래미안포레스트아파트 107동 앞,강남구,강남구 개포로 264,37.48029709,127.0542603
개포1단지아파트 입구 (보도육교),강남구,강남구 개포동 659,37.47929001,127.0557327
영동3교 북단(우성캐릭터 앞 보도),강남구,강남구 도곡동 466,37.48574066,127.0510483
더라움,강남구,강남구 역삼동 801-7,37.50811005,127.0394516
밀알학교 입구 (삼성서울병원 입구),강남구,강남구 일원동 128-10,37.48656082,127.0826721
공무원연금매점 교차로 (개포주공9단지 입구),강남구,강남구 일원동 703-2,37.48871994,127.0745392
대모산입구역 4번 출구 앞,강남구,강남구 일원동 700-1,37.49180984,127.0731583
청담공원앞 교차로,강남구,강남구 삼성동 111-44,37.51871109,127.0508499
논현동 광명빌딩 앞,강남구,강남구 논현동 279,37.5175705,127.0236435
역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),강남구,강남구 역삼동 804,37.49847031,127.0301132
강남한양수자인아파트,강남구,강남구 자곡로 260,37.4773407,127.1132736
역삼동 디오슈페리움 (우성아파트 사거리),강남구,강남구 역삼동 858(강남대로 342 앞 도로),37.49206161,127.0307465
포스코피앤에스타워 (역삼역 3번출구 부근),강남구,강남구 역삼동 804(강남구 테헤란로 134 앞 보도),37.49959946,127.0337524
세곡동 성당,강남구,강남구 율현동 165-2(강남구 밤고개로21길 50),37.47296906,127.1122284
일원1동 주민센터,강남구,강남구 일원동 712-5 ,37.49170303,127.0882263
도곡역 1번 출구,강남구,남부순환로 2814,37.49095917,127.0549851
도곡역 아카데미스위트 앞,강남구,언주로30길 21,37.48897171,127.0518265
한티역 롯데백화점 앞,강남구,선릉로 228,37.49667358,127.0534287
한티역 6번 출구,강남구,선릉로 227,37.4958992,127.0521927
선정릉 디캠프(D.CAMP)앞,강남구,선릉로 551,37.50799942,127.0452499
봉은사역 7번 출구,강남구,봉은사로 601,37.51393509,127.0598221
"봉은사역 1,2번 출구",강남구,봉은사로 601,37.51430893,127.0597
학여울역 사거리(LG베스트샵 앞),강남구,영동대로 202,37.49689484,127.070137
신논현역 4번출구,강남구,봉은사로 110,37.504673,127.025795
수서동 성당 맞은편,강남구,광평로34길 202,37.48416901,127.0948486
영희초교 사거리(래미안개포루체하임),강남구,개포로110길 50,37.4908371,127.0806503
